Marca temporal,1. Sexo,2. Edad,Edad2,3. Ocupaci�n,Ocupacion Reca,4.1 El funcionamiento mec�nico de las bicicletas (Confiabilidad de los frenos, maniobrabilidad, seguridad, espejos, luces),4.2 El estado de las bicicletas (Limpieza, estado de las ruedas, frenos y asientos),4.3 La comodidad de las bicicletas,5. �Considera que el mantenimiento que reciben las bicicletas es suficiente?,6. �C�mo eval�a el funcionamiento general de las estaciones?,7. �C�mo eval�a la informaci�n general del SBP?,8.1 De bicicletas al momento de su uso,8.2 De lugar al momento de devolver la bicicleta,9. �Considera que los 30 minutos de uso de la bicicleta son suficientes?,1. Escuchar el ruido mec�nico,2. Chequear el historial de viajes mediante la aplicaci�n (APP),3. Pasar la TSC con el lector del totem,Ninguna de las 3,11. �Qu� factores lo motivan a usar el Sistema de Bicicletas P�blicas MI BICI TU BICI?,Otro,12. �Usted cree que utilizar� el Sistema de Bicicletas P�blicas cuando se implemente el pago del uso del mismo?,13. �Qu� modo de transporte utilizaba para realizar los viajes que hace actualmente en bicicleta?,Otro,14. En una escala de 0 a 10 �C�mo valora el grado de utilidad que tiene para usted este servicio?,15. En una escala de 0 a 10 �C�mo eval�a la satisfacci�n general del servicio?,,,,,,
3/9/2016 15:29:37,2. Masculino,32,32,Ingeniero,,Regular,Bueno,Bueno,2. No,Bueno,Muy Bueno,Suficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo,,1. S�,1. Colectivo, 2. Auto como conductor, 6. A pie,,7,7,,,,,,,,,,
3/9/2016 15:29:47,1. Femenino,27,27,Estudiante reci�n recibida,,Muy Bueno,Muy Bueno,Muy Bueno,1. S�,Regular,Bueno,Insuficiente,Insuficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 5. Comodidad, 6. Otro,Gratuidad,2. No,6. A pie,,6,8,,,,,,,,
3/9/2016 15:29:52,2. Masculino,29,29,Ventas,,Muy Bueno,Bueno,Regular,2. No,Muy Bueno,Muy Bueno,Insuficiente,Insuficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero,,2. No,1. Colectivo, 2. Auto como conductor, 4. Taxi / Remis, 6. A pie,,8,8,,,,,,,,
3/9/2016 15:30:05,1. Femenino,42,42,Traductora,,Bueno,Bueno,Bueno,2. No,Bueno,Muy Bueno,Insuficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 2. Auto como conductor, 4. Taxi / Remis, 6. A pie,,9,6,,,,,
3/9/2016 15:30:10,1. Femenino,60,60,psic�loga,,Muy Bueno,Bueno,Muy Bueno,1. S�,Muy Bueno,Bueno,Suficiente,Suficiente,2. No,Si,No,Si,usa alguna,3. Salud,,1. S�,6. A pie,,8,8,,,,,,,,,,,,
3/9/2016 15:31:05,1. Femenino,22,22,Instrumentadora quir�rgica,,Bueno,Regular,Muy Bueno,1. S�,Muy Bueno,Muy Bueno,Insuficiente,Insuficiente,2. No,Si,No,No,usa alguna,2. Ahorro de dinero,,2. No,1. Colectivo,,8,9,,,,,,,,,,,,
3/9/2016 15:31:21,2. Masculino,34,34,Ingeniero,,Bueno,Bueno,Bueno,99. Ns/Nc,Muy Bueno,Muy Bueno,Suficiente,Suficiente,2. No,Si,No,No,usa alguna,2. Ahorro de dinero, 3. Salud, 5. Comodidad,,1. S�,9. Ninguno de los anteriores (Es un viaje que antes no hac�a),,10,8,,,,,,,,,,
3/9/2016 15:31:36,2. Masculino,76,76,docente,,Bueno,Bueno,Bueno,1. S�,Bueno,Bueno,Suficiente,Suficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente,,99. Ns/Nc,1. Colectivo, 6. A pie,,8,9,,,,,,,,
3/9/2016 15:31:36,2. Masculino,34,34,Empresario,,Regular,Regular,Bueno,99. Ns/Nc,Malo,Muy Bueno,Insuficiente,Ns/Nc,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,4. Taxi / Remis, 6. A pie,,5,5,,,,,,,,,
3/9/2016 15:31:43,2. Masculino,17,17,Estudiante,,Bueno,Regular,Muy Bueno,1. S�,Muy Bueno,Muy Bueno,Insuficiente,Suficiente,1. S�,No,Si,No,usa alguna,1. Ahorro de tiempo,,1. S�,1. Colectivo,,8,7,,,,,,,,,,,,
3/9/2016 15:31:56,2. Masculino,37,37,Cocinero. Comerciante.,,Regular,Bueno,Bueno,2. No,Muy Bueno,Bueno,Insuficiente,Insuficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 4. Taxi / Remis, 5. Moto / Ciclomotor, 6. A pie,,7,7,,,,,,
3/9/2016 15:32:00,1. Femenino,26,26,"Empleada De comercio 
Estudiante",,Regular,Bueno,Bueno,1. S�,Regular,Bueno,Insuficiente,Insuficiente,2. No,Si,No,No,usa alguna,2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente,,1. S�,1. Colectivo, 6. A pie,,5,4,,,,,,,,,
3/9/2016 15:32:17,2. Masculino,26,26,Empleado,,Bueno,Bueno,Bueno,1. S�,Bueno,Muy Bueno,Insuficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,99. Ns/Nc,2. Auto como conductor, 9. Ninguno de los anteriores (Es un viaje que antes no hac�a),,8,8,,,,,,,
3/9/2016 15:32:22,2. Masculino,25,25,Estudiante,,Bueno,Muy Bueno,Muy Bueno,1. S�,Muy Bueno,Bueno,Suficiente,Suficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 5. Comodidad,,99. Ns/Nc,1. Colectivo, 4. Taxi / Remis, 6. A pie,,8,8,,,,,,,,
3/9/2016 15:32:23,2. Masculino,37,37,Escribano,,Bueno,Bueno,Muy Bueno,2. No,Muy Bueno,Bueno,Insuficiente,Insuficiente,1. S�,Si,Si,No,usa alguna,3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,2. Auto como conductor, 4. Taxi / Remis, 6. A pie,,8,8,,,,,,,,
3/9/2016 15:32:24,2. Masculino,25,25,Estudiante universitario,,Muy Bueno,Regular,Muy Bueno,2. No,Muy Bueno,Muy Bueno,Insuficiente,Insuficiente,1. S�,Si,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 6. A pie,,10,7,,,,,,,
3/9/2016 15:32:26,2. Masculino,36,36,Ingeniero agr�nomo,,Bueno,Bueno,Bueno,2. No,Muy Bueno,Bueno,Insuficiente,Suficiente,1. S�,Si,No,No,usa alguna,3. Salud, 4. Protecci�n del medioambiente,,1. S�,9. Ninguno de los anteriores (Es un viaje que antes no hac�a),,8,7,,,,,,,,,,,
3/9/2016 15:32:33,1. Femenino,27S,27,EMPLEADA ADMNISTRATIVA,,Bueno,Bueno,Muy Bueno,1. S�,Bueno,Bueno,Suficiente,Insuficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 4. Taxi / Remis, 6. A pie,,10,9,,,,,,
3/9/2016 15:32:34,2. Masculino,17,17,Estudiante,,Bueno,Malo,Muy Bueno,2. No,Malo,Muy Bueno,Insuficiente,Suficiente,2. No,Si,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente,,1. S�,1. Colectivo, 6. A pie,,9,7,,,,,,,,
3/9/2016 15:32:40,2. Masculino,48,48,empleado,,Muy Bueno,Bueno,Muy Bueno,1. S�,Muy Bueno,Muy Bueno,Suficiente,Suficiente,2. No,Si,No,Si,usa alguna,3. Salud,,1. S�,1. Colectivo,,9,9,,,,,,,,,,,,
3/9/2016 15:32:50,1. Femenino,22,22,estudiante y empleada,,Bueno,Bueno,Muy Bueno,2. No,Muy Bueno,Bueno,Insuficiente,Insuficiente,2. No,Si,Si,Si,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero,,2. No,1. Colectivo, 4. Taxi / Remis, 6. A pie,,5,6,,,,,,,,,
3/9/2016 15:32:52,1. Femenino,27,27,ODONT�LOGA,,Regular,Regular,Regular,2. No,Muy Malo,Malo,Insuficiente,Insuficiente,2. No,Si,No,No,usa alguna,3. Salud, 4. Protecci�n del medioambiente,LAMENTABLEMENTE NO LAS PUEDO USAR COMO UN MEDIO DE TRANSPORTE COTIDIANO PORQUE SIEMPRE FALTAN BICICLETAS O NO FUNCIONAN LAS ESTACIONES. DE HECHO DE NOCHE ES COMPLICADO CONSEGUIR LUGAR EN LAS ESTACIONES Y AL FINAL TENES QUE IR A LA ESTACION QUE ESTE LIBRE Y NO LA QUE TE QUEDA COMODA. ,1. S�,1. Colectivo, 6. A pie, 8. Otro,EN MI PROPIA BICICLETA. ,5,5,,,,,,,,,
3/9/2016 15:32:52,1. Femenino,41,41,Docente,,Muy Bueno,Muy Bueno,Muy Bueno,1. S�,Muy Bueno,Bueno,Suficiente,Suficiente,2. No,Si,No,No,usa alguna,2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente,,1. S�,2. Auto como conductor,,8,8,,,,,,,,,,
3/9/2016 15:32:57,1. Femenino,33,33,Ingeniera,,Regular,Regular,Bueno,2. No,Muy Bueno,Muy Bueno,Suficiente,Suficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente,,99. Ns/Nc,1. Colectivo, 4. Taxi / Remis, 6. A pie,,5,5,,,,,,,
3/9/2016 15:32:58,1. Femenino,24,24,Publicista,,Regular,Bueno,Muy Bueno,2. No,Bueno,Bueno,Insuficiente,Insuficiente,1. S�,Si,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud,,1. S�,1. Colectivo, 4. Taxi / Remis, 6. A pie,,7,8,,,,,,,,
3/9/2016 15:32:58,1. Femenino,24,24,Estudiante,,Muy Bueno,Bueno,Bueno,2. No,Malo,Muy Bueno,Suficiente,Suficiente,1. S�,Si,Si,Si,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 5. Comodidad,Por favor arreglen la estaci�n de parque espa�a! ,99. Ns/Nc,1. Colectivo, 4. Taxi / Remis, 6. A pie,,10,8,,,,,,,,
3/9/2016 15:33:05,1. Femenino,30,30,Empleada,,Muy Bueno,Regular,Muy Bueno,1. S�,Regular,Muy Bueno,Suficiente,Suficiente,2. No,Si,Si,No,usa alguna,1. Ahorro de tiempo, 3. Salud, 5. Comodidad,,2. No,4. Taxi / Remis, 6. A pie,,9,7,,,,,,,,,
3/9/2016 15:33:09,2. Masculino,26,26,Estudiante,,Muy Bueno,Regular,Muy Bueno,2. No,Bueno,Muy Bueno,Insuficiente,Insuficiente,2. No,Si,No,No,usa alguna,5. Comodidad,,99. Ns/Nc,1. Colectivo, 6. A pie,,10,8,,,,,,,,,,,
3/9/2016 15:33:23,1. Femenino,34,34,Secretaria ,,Regular,Regular,Bueno,2. No,Muy Bueno,Ns/Nc,Insuficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 3. Salud, 4. Protecci�n del medioambiente,,1. S�,1. Colectivo, 4. Taxi / Remis,,10,8,,,,,,,,,
3/9/2016 15:33:24,2. Masculino,30,30,Empleado municipal,,Regular,Regular,Regular,2. No,Muy Bueno,Muy Bueno,Insuficiente,Insuficiente,1. S�,Si,Si,No,usa alguna,5. Comodidad,,1. S�,1. Colectivo, 6. A pie,,6,4,,,,,,,,,,,
3/9/2016 15:33:24,1. Femenino,18,18,Estudiante,,Bueno,Muy Bueno,Muy Bueno,1. S�,Bueno,Bueno,Ns/Nc,Ns/Nc,99. Ns/Nc,Si,No,No,usa alguna,3. Salud, 4. Protecci�n del medioambiente, 6. Otro,Recreaci�n,1. S�,9. Ninguno de los anteriores (Es un viaje que antes no hac�a),,5,9,,,,,,,,,,
3/9/2016 15:33:37,2. Masculino,40,40,Comerciante,,Bueno,Muy Bueno,Muy Bueno,1. S�,Bueno,Muy Bueno,Suficiente,Suficiente,2. No,Si,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 6. A pie,,8,8,,,,,,,
3/9/2016 15:33:37,1. Femenino,55,55,ama de casa,,Muy Bueno,Muy Bueno,Muy Bueno,1. S�,Bueno,Bueno,Insuficiente,Suficiente,2. No,Si,No,No,usa alguna,3. Salud, 5. Comodidad,,1. S�,1. Colectivo, 6. A pie,,8,8,,,,,,,,,,
3/9/2016 15:33:45,2. Masculino,45,45,Docente,,Bueno,Muy Bueno,Bueno,1. S�,Muy Bueno,Bueno,Insuficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,2. No,1. Colectivo, 2. Auto como conductor,,8,8,,,,,,,,
3/9/2016 15:33:52,2. Masculino,20,20,Estudiante,,Regular,Bueno,Bueno,2. No,Malo,Bueno,Suficiente,Insuficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 6. A pie,,8,7,,,,,,,,,
3/9/2016 15:33:59,1. Femenino,23,23,estudiante y trabajador,,Muy Bueno,Bueno,Bueno,1. S�,Muy Bueno,Muy Bueno,Insuficiente,Insuficiente,2. No,No,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 6. Otro,Me gusta mucho andar en bicicleta.,1. S�,1. Colectivo, 6. A pie,,4,7,,,,,,,,,
3/9/2016 15:34:01,1. Femenino,23,23,Estudiante. Empleada de comercio,,Bueno,Bueno,Bueno,2. No,Bueno,Muy Bueno,Suficiente,Suficiente,2. No,Si,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,2. No,1. Colectivo, 8. Otro,Bicicleta propia,10,8,,,,,,,
3/9/2016 15:34:03,2. Masculino,25,25,Estudiante,,Regular,Bueno,Bueno,2. No,Bueno,Muy Bueno,Insuficiente,Suficiente,2. No,Si,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente,,2. No,1. Colectivo, 6. A pie,,9,8,,,,,,,,
3/9/2016 15:34:17,1. Femenino,25,25,Estudiante y trabajadora,,Bueno,Bueno,Bueno,99. Ns/Nc,Bueno,Muy Bueno,Ns/Nc,Insuficiente,2. No,Si,No,No,usa alguna,2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente,,1. S�,1. Colectivo, 6. A pie,,7,9,,,,,,,,,
3/9/2016 15:34:20,2. Masculino,54,54,Peluquero,,Regular,Bueno,Bueno,1. S�,Bueno,Bueno,Insuficiente,Suficiente,2. No,Si,No,No,usa alguna,5. Comodidad,,99. Ns/Nc,6. A pie,,8,8,,,,,,,,,,,,
3/9/2016 15:34:34,2. Masculino,28,28,Empleado administrativo ,,Bueno,Regular,Regular,2. No,Muy Bueno,Regular,Suficiente,Insuficiente,2. No,No,Si,No,usa alguna,2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente,,99. Ns/Nc,1. Colectivo, 6. A pie,,8,7,,,,,,,,,
3/9/2016 15:34:36,2. Masculino,42,42,Contador Publico.,,Bueno,Muy Bueno,Bueno,1. S�,Regular,Bueno,Insuficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 3. Salud, 5. Comodidad,,1. S�,2. Auto como conductor, 6. A pie,,8,8,,,,,,,,,
3/9/2016 15:34:43,1. Femenino,47,47,Empleada,,Bueno,Bueno,Bueno,1. S�,Regular,Regular,Suficiente,Suficiente,2. No,Si,No,No,usa alguna,6. Otro,Solo para paseo, ya que vendo de zona oeste y no me es comodo el servicio, deberian pensar que los barrios tambien existen.,2. No,1. Colectivo, 2. Auto como conductor,,1,6,,,,,,,,,
3/9/2016 15:35:15,2. Masculino,36,36,Conductor guarda ,,Bueno,Bueno,Bueno,1. S�,Bueno,Regular,Suficiente,Suficiente,1. S�,Si,No,No,usa alguna,3. Salud,,99. Ns/Nc,1. Colectivo,,8,8,,,,,,,,,,,,
3/9/2016 15:35:23,2. Masculino,26,26,Asesor,,Bueno,Bueno,Bueno,1. S�,Regular,Regular,Suficiente,Insuficiente,2. No,No,No,No,Si,5. Comodidad,,99. Ns/Nc,1. Colectivo, 6. A pie,,7,7,,,,,,,,,,,
3/9/2016 15:35:41,1. Femenino,27,27,estudiante,,Bueno,Bueno,Bueno,2. No,Regular,Bueno,Insuficiente,Insuficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad, 6. Otro,"Alegr�a de que el estado tenga pol�ticas de transporte sustentable, y hacia la juventud.
Ah y que tienen timbre vintage.",99. Ns/Nc,1. Colectivo, 6. A pie, 8. Otro,"Bici.
Buey.
No mentira, bici. Saqu� la bici publica a pesar de tener la mia propia. La encuesta no es muy buena che. Pocas opciones... y malisimo lo de femenino masculino.",7,7,,,,,
3/9/2016 15:35:47,2. Masculino,40,40,dise�ador,,Muy Bueno,Muy Bueno,Muy Bueno,1. S�,Muy Bueno,Ns/Nc,Insuficiente,Suficiente,2. No,Si,Si,No,usa alguna,2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente,,1. S�,1. Colectivo, 4. Taxi / Remis, 6. A pie,,10,10,,,,,,,,
3/9/2016 15:36:09,1. Femenino,27,27,T�cnico administrativo en Ministerio de seguridad,,Muy Bueno,Muy Bueno,Muy Bueno,1. S�,Muy Bueno,Bueno,Insuficiente,Insuficiente,2. No,Si,No,Si,usa alguna,3. Salud,,99. Ns/Nc,9. Ninguno de los anteriores (Es un viaje que antes no hac�a),,9,9,,,,,,,,,,,,
3/9/2016 15:36:11,1. Femenino,33,33,Docente,,Muy Bueno,Muy Bueno,Muy Bueno,2. No,Muy Bueno,Bueno,Suficiente,Insuficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 3. Salud, 5. Comodidad,,1. S�,1. Colectivo, 6. A pie,,10,10,,,,,,,,,
3/9/2016 15:36:11,2. Masculino,40,40,Empleado,,Muy Bueno,Muy Bueno,Muy Bueno,1. S�,Muy Bueno,Muy Bueno,Suficiente,Suficiente,2. No,Si,No,Si,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero,,2. No,1. Colectivo, 6. A pie,,10,10,,,,,,,,,,
3/9/2016 15:36:13,2. Masculino,35,35,Ingeniero,,Bueno,Bueno,Bueno,2. No,Muy Bueno,Muy Bueno,Insuficiente,Suficiente,1. S�,Si,Si,No,usa alguna,1. Ahorro de tiempo, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 2. Auto como conductor,,10,7,,,,,,,,
3/9/2016 15:36:20,1. Femenino,47,47,docente,,Bueno,Regular,Bueno,2. No,Regular,Bueno,Suficiente,Suficiente,2. No,Si,Si,Si,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 6. A pie,,9,8,,,,,,,
3/9/2016 15:36:34,2. Masculino,29,29,Arquitecto,,Malo,Regular,Regular,2. No,Bueno,Regular,Insuficiente,Insuficiente,1. S�,Si,No,No,usa alguna,5. Comodidad,,2. No,1. Colectivo, 6. A pie,,6,6,,,,,,,,,,,
3/9/2016 15:36:39,2. Masculino,40,40,Empleado ,,Muy Bueno,Muy Bueno,Bueno,1. S�,Muy Bueno,Bueno,Suficiente,Insuficiente,2. No,Si,No,No,usa alguna,4. Protecci�n del medioambiente, 6. Otro,Donde los colectivos no son pr�cticos o no llegan ,1. S�,1. Colectivo, 6. A pie,,3,9,,,,,,,,,,
3/9/2016 15:36:42,1. Femenino,18,18,,,Bueno,Bueno,Regular,2. No,Muy Bueno,Muy Bueno,Suficiente,Insuficiente,2. No,Si,No,No,usa alguna,2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente,,1. S�,1. Colectivo, 6. A pie,,10,8,,,,,,,,,
3/9/2016 15:36:50,1. Femenino,34,34,Analista en Sistemas,,Bueno,Regular,Bueno,99. Ns/Nc,Bueno,Bueno,Insuficiente,Suficiente,1. S�,Si,Si,Si,usa alguna,3. Salud, 4. Protecci�n del medioambiente,,1. S�,1. Colectivo, 6. A pie,,8,9,,,,,,,,,,
3/9/2016 15:36:51,2. Masculino,30,30,,,Bueno,Bueno,Muy Bueno,2. No,Regular,Muy Bueno,Suficiente,Suficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,8. Otro,Bicicleta,10,8,,,,,,,,
3/9/2016 15:37:03,1. Femenino,23,23,Estudiante,,Muy Bueno,Muy Bueno,Muy Bueno,1. S�,Bueno,Muy Bueno,Suficiente,Insuficiente,2. No,Si,No,No,usa alguna,2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 4. Taxi / Remis,,9,10,,,,,,,,
3/9/2016 15:37:10,2. Masculino,45,45,Docente,,Bueno,Muy Bueno,Bueno,1. S�,Bueno,Muy Bueno,Suficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo,,9,9,,,,,,,,
3/9/2016 15:37:20,2. Masculino,21,21,Estudiante,,Bueno,Bueno,Muy Bueno,2. No,Bueno,Muy Bueno,Insuficiente,Insuficiente,1. S�,Si,Si,No,usa alguna,2. Ahorro de dinero, 5. Comodidad, 6. Otro,Paseo,2. No,8. Otro,Bicicleta propia,8,9,,,,,,,,,,
3/9/2016 15:37:22,2. Masculino,42,42,Realizador audiovisual,,Bueno,Bueno,Bueno,2. No,Bueno,Bueno,Insuficiente,Insuficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente,,2. No,1. Colectivo, 4. Taxi / Remis, 6. A pie, 8. Otro,Bicicleta propia,10,8,,,,,,
3/9/2016 15:37:24,2. Masculino,57,57,comercial,,Regular,Regular,Bueno,2. No,Muy Bueno,Bueno,Insuficiente,Suficiente,2. No,Si,No,Si,usa alguna,3. Salud,,99. Ns/Nc,2. Auto como conductor,,8,7,,,,,,,,,,,,
3/9/2016 15:37:26,2. Masculino,35,35,ABOGADO,,Regular,Bueno,Bueno,99. Ns/Nc,Bueno,Regular,Suficiente,Suficiente,2. No,Si,Si,Si,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 4. Protecci�n del medioambiente, 5. Comodidad,,2. No,1. Colectivo, 2. Auto como conductor, 6. A pie,,7,8,,,,,,,
3/9/2016 15:37:27,2. Masculino,66,66,jubilado,,Muy Bueno,Muy Bueno,Muy Bueno,1. S�,Muy Bueno,Bueno,Suficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo,,10,10,,,,,,,,,
3/9/2016 15:37:31,2. Masculino,25,25,Empleado ,,Bueno,Regular,Bueno,1. S�,Regular,Muy Bueno,Suficiente,Suficiente,1. S�,Si,Si,No,usa alguna,1. Ahorro de tiempo, 3. Salud, 5. Comodidad,,1. S�,1. Colectivo, 6. A pie,,8,8,,,,,,,,,
3/9/2016 15:37:47,2. Masculino,37,37,,,Regular,Bueno,Bueno,2. No,Bueno,Muy Bueno,Insuficiente,Suficiente,1. S�,Si,Si,No,usa alguna,1. Ahorro de tiempo, 3. Salud, 5. Comodidad,,2. No,1. Colectivo, 3. Auto como acompa�ante, 6. A pie,,6,8,,,,,,,,
3/9/2016 15:37:53,2. Masculino,39,39,Empleado empresa provincial, docente Universidad Nacional.,,Muy Bueno,Muy Bueno,Muy Bueno,1. S�,Regular,Muy Bueno,Suficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad, 6. Otro,"Facilidad para moverse en el tr�nsito, comparado con auto o transporte p�blico (colectivo o taxi o remise) -tiene que ver con la congesti�n del tr�nsito - Finalmente podr�a ser ""ahorro de tiempo"" tambi�n :)",1. S�,1. Colectivo, 4. Taxi / Remis, 6. A pie, 8. Otro,Mi propia bicicleta, con la complicaci�n de encontrar lugar donde dejarla, y los riesgos de robo (ej: no tiene la protecci�n de las c�maras como el sistema mi bici-tu bici),10,8,
3/9/2016 15:37:56,1. Femenino,43,43,Arquitecta,,Bueno,Muy Bueno,Muy Bueno,1. S�,Muy Bueno,Muy Bueno,Insuficiente,Suficiente,1. S�,Si,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 8. Otro,Bicicleta propia,8,8,,,,,,,
3/9/2016 15:38:22,1. Femenino,31,31,profesora de educaci�n fisica,,Regular,Regular,Bueno,2. No,Muy Bueno,Muy Bueno,Insuficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 4. Protecci�n del medioambiente,,99. Ns/Nc,1. Colectivo, 6. A pie,,8,7,,,,,,,,,
3/9/2016 15:38:27,1. Femenino,23,23,Abogada,,Regular,Bueno,Bueno,99. Ns/Nc,Regular,Bueno,Suficiente,Suficiente,2. No,Si,No,No,usa alguna,2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente,,2. No,1. Colectivo, 6. A pie,,8,7,,,,,,,,,
3/9/2016 15:38:31,2. Masculino,37,37,Docente,,Muy Bueno,Muy Bueno,Bueno,1. S�,Bueno,Bueno,Insuficiente,Insuficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,2. No,1. Colectivo, 2. Auto como conductor, 4. Taxi / Remis, 6. A pie,,7,8,,,,,
3/9/2016 15:38:33,2. Masculino,25,25,Operario industrial,,Bueno,Bueno,Muy Bueno,1. S�,Bueno,Bueno,Suficiente,Suficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 3. Salud, 5. Comodidad,,1. S�,1. Colectivo, 6. A pie,,8,8,,,,,,,,,
3/9/2016 15:38:47,2. Masculino,43,43,Traductor,,Regular,Bueno,Bueno,2. No,Bueno,Bueno,Insuficiente,Insuficiente,1. S�,Si,Si,No,usa alguna,3. Salud, 4. Protecci�n del medioambiente,,1. S�,1. Colectivo,,7,7,,,,,,,,,,,
3/9/2016 15:38:53,2. Masculino,32,32,Empleado ,,Bueno,Regular,Regular,2. No,Muy Bueno,Muy Bueno,Suficiente,Suficiente,2. No,Si,No,Si,usa alguna,2. Ahorro de dinero, 3. Salud,,99. Ns/Nc,1. Colectivo, 5. Moto / Ciclomotor,,9,9,,,,,,,,,,
